codigo,grupo,subgrupo,obra_servico,complementar,nivel1,nivel2,nivel3,nivel4,profundidade
TOS_1.1.1.1,Construção Civil,Edificações,de edificação,de alvenaria,1,1,1,1,4
TOS_1.1.1.2,Construção Civil,Edificações,de edificação,de madeira,1,1,1,2,4
TOS_1.1.1.3,Construção Civil,Edificações,de edificação,em sistema pré-fabricado,1,1,1,3,4
TOS_1.1.1.4,Construção Civil,Edificações,de edificação,em materiais mistos,1,1,1,4,4
TOS_1.1.1.5,Construção Civil,Edificações,de edificação,em outros materiais,1,1,1,5,4
TOS_1.1.2.1,Construção Civil,Edificações,de reforma de edificação,de alvenaria,1,1,2,1,4
TOS_1.1.2.2,Construção Civil,Edificações,de reforma de edificação,de madeira,1,1,2,2,4
TOS_1.1.2.3,Construção Civil,Edificações,de reforma de edificação,em sistema pré-fabricado,1,1,2,3,4
TOS_1.1.2.4,Construção Civil,Edificações,de reforma de edificação,em materiais mistos,1,1,2,4,4
TOS_1.1.2.5,Construção Civil,Edificações,de reforma de edificação,em outros materiais,1,1,2,5,4
TOS_1.1.3.1,Construção Civil,Edificações,de acessibilidade de edificação,para fins residenciais,1,1,3,1,4
TOS_1.1.3.2,Construção Civil,Edificações,de acessibilidade de edificação,para fins comerciais,1,1,3,2,4
TOS_1.1.3.3,Construção Civil,Edificações,de acessibilidade de edificação,para fins industriais,1,1,3,3,4
TOS_1.1.3.4,Construção Civil,Edificações,de acessibilidade de edificação,para fins diversos,1,1,3,4,4
TOS_1.1.4.1,Construção Civil,Edificações,de adequação para acessibilidade,de edificação para fins residenciais,1,1,4,1,4
TOS_1.1.4.2,Construção Civil,Edificações,de adequação para acessibilidade,de edificação para fins comerciais,1,1,4,2,4
TOS_1.1.4.3,Construção Civil,Edificações,de adequação para acessibilidade,de edificação para fins industriais,1,1,4,3,4
TOS_1.1.4.4,Construção Civil,Edificações,de adequação para acessibilidade,de edificação para fins diversos,1,1,4,4,4
TOS_1.1.5,Construção Civil,Edificações,de edificação provisória,,1,1,5,,3
TOS_1.1.6,Construção Civil,Edificações,de muro,,1,1,6,,3
TOS_1.1.7.1,Construção Civil,Edificações,de cercamento,por alambrado ou grades,1,1,7,1,4
TOS_1.1.8.1,Construção Civil,Edificações,de vedação,em alvenaria,1,1,8,1,4
TOS_1.1.8.2,Construção Civil,Edificações,de vedação,com drywall,1,1,8,2,4
TOS_1.1.8.3,Construção Civil,Edificações,de vedação,com outro material,1,1,8,3,4
TOS_1.1.9,Construção Civil,Edificações,de imóveis,,1,1,9,,3
TOS_1.2.1,Construção Civil,Materiais de Construção Civil,de ensaio,,1,2,1,,3
TOS_1.2.2,Construção Civil,Materiais de Construção Civil,de dosagem e mistura de concreto,,1,2,2,,3
TOS_1.2.3,Construção Civil,Materiais de Construção Civil,de aplicação de concreto,,1,2,3,,3
TOS_1.2.4,Construção Civil,Materiais de Construção Civil,de controle de qualidade na construção civil,,1,2,4,,3
TOS_1.2.5,Construção Civil,Materiais de Construção Civil,de impermeabilização aplicada à construção civil,,1,2,5,,3
TOS_1.2.6,Construção Civil,Materiais de Construção Civil,de aplicação de outros materiais,,1,2,6,,3
TOS_1.3.1,Construção Civil,Patologias,de patologia da construção,,1,3,1,,3
TOS_1.4.1,Construção Civil,Instalações Hidrossanitárias,de sistema de água potável,,1,4,1,,3
TOS_1.4.2,Construção Civil,Instalações Hidrossanitárias,de sistema de redes de águas pluviais,,1,4,2,,3
TOS_1.4.3,Construção Civil,Instalações Hidrossanitárias,de instalação de sistema de esgoto sanitário,,1,4,3,,3
TOS_1.4.4,Construção Civil,Instalações Hidrossanitárias,de ligação individual de rede de água,,1,4,4,,3
TOS_1.4.5,Construção Civil,Instalações Hidrossanitárias,de ligação individual de rede de esgoto,,1,4,5,,3
TOS_1.4.6,Construção Civil,Instalações Hidrossanitárias,de poço de infiltração,,1,4,6,,3
TOS_1.5.1,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de central de gás,,1,5,1,,3
TOS_1.5.2,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de tubulação de gás,,1,5,2,,3
TOS_1.5.3,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de localização de equipamento e rede de instalação de vapor,,1,5,3,,3
TOS_1.5.4,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de localização de equipamento e rede de instalação à vácuo,,1,5,4,,3
TOS_1.5.5,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de instalação da tubulação de vapor,,1,5,5,,3
TOS_1.5.6,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de ligação individual de rede de gás,,1,5,6,,3
TOS_1.5.7,Construção Civil,"Instalações de Gases, Vapores e à Vácuo",de instalação da tubulação de vácuo,,1,5,7,,3
TOS_1.6.1,Construção Civil,Instalações de Prevenção e Combate a Incêndio,de instalação de hidrantes,,1,6,1,,3
TOS_1.6.2,Construção Civil,Instalações de Prevenção e Combate a Incêndio,de instalação de sprinkler,,1,6,2,,3
TOS_1.6.3,Construção Civil,Instalações de Prevenção e Combate a Incêndio,de instalação hidráulica para prevenção e combate a incêndio,,1,6,3,,3
TOS_1.6.4,Construção Civil,Instalações de Prevenção e Combate a Incêndio,de localização de sprinkler,,1,6,4,,3
TOS_1.6.5,Construção Civil,Instalações de Prevenção e Combate a Incêndio,de sinalização de emergência em edificação,,1,6,5,,3
TOS_1.6.6,Construção Civil,Instalações de Prevenção e Combate a Incêndio,de prevenção e combate a incêndio e pânico,,1,6,6,,3
TOS_2.1.1,Estruturas,Estruturas de Concreto e Argamassa Armada,de estrutura de concreto armado,,2,1,1,,3
TOS_2.1.2,Estruturas,Estruturas de Concreto e Argamassa Armada,de estrutura de concreto protendido,,2,1,2,,3
TOS_2.1.3,Estruturas,Estruturas de Concreto e Argamassa Armada,de estrutura de argamassa armada,,2,1,3,,3
TOS_2.1.4,Estruturas,Estruturas de Concreto e Argamassa Armada,de estrutura de concreto ciclópico,,2,1,4,,3
TOS_2.1.5,Estruturas,Estruturas de Concreto e Argamassa Armada,de demolição de estruturas de concreto sem uso de explosivos,,2,1,5,,3
TOS_2.1.6,Estruturas,Estruturas de Concreto e Argamassa Armada,de reforço de estruturas em concreto,,2,1,6,,3
TOS_2.1.7,Estruturas,Estruturas de Concreto e Argamassa Armada,de reparo de estruturas em concreto,,2,1,7,,3
TOS_2.1.8,Estruturas,Estruturas de Concreto e Argamassa Armada,de ancoragem de estruturas,,2,1,8,,3
TOS_2.2.1.1,Estruturas,Estruturas Metálicas,de estrutura metálica,para edificação,2,2,1,1,4
TOS_2.2.1.2,Estruturas,Estruturas Metálicas,de estrutura metálica,para edificação provisória,2,2,1,2,4
TOS_2.2.1.3,Estruturas,Estruturas Metálicas,de estrutura metálica,para andaimes,2,2,1,3,4
TOS_2.2.1.4,Estruturas,Estruturas Metálicas,de estrutura metálica,para escoramentos,2,2,1,4,4
TOS_2.2.1.5,Estruturas,Estruturas Metálicas,de estrutura metálica,para palcos,2,2,1,5,4
TOS_2.2.1.6,Estruturas,Estruturas Metálicas,de estrutura metálica,para arquibancadas,2,2,1,6,4
TOS_2.2.1.7,Estruturas,Estruturas Metálicas,de estrutura metálica,para fins diversos,2,2,1,7,4
TOS_2.2.2.1,Estruturas,Estruturas Metálicas,de desmontagem de estrutura metálica,para edificação,2,2,2,1,4
TOS_2.2.2.2,Estruturas,Estruturas Metálicas,de desmontagem de estrutura metálica,para edificação provisória,2,2,2,2,4
TOS_2.2.2.3,Estruturas,Estruturas Metálicas,de desmontagem de estrutura metálica,para escoramentos,2,2,2,3,4
TOS_2.2.2.4,Estruturas,Estruturas Metálicas,de desmontagem de estrutura metálica,para palcos,2,2,2,4,4
TOS_2.2.2.5,Estruturas,Estruturas Metálicas,de desmontagem de estrutura metálica,para arquibancadas,2,2,2,5,4
TOS_2.2.3,Estruturas,Estruturas Metálicas,de reforço de estruturas metálicas,,2,2,3,,3
TOS_2.2.4,Estruturas,Estruturas Metálicas,de reparo de estruturas metálicas,,2,2,4,,3
TOS_2.3.1,Estruturas,Estruturas de Madeira,de estrutura de madeira,,2,3,1,,3
TOS_2.3.2,Estruturas,Estruturas de Madeira,de desmontagem/demolição de estrutura de madeira,,2,3,2,,3
TOS_2.3.3,Estruturas,Estruturas de Madeira,de reforço de estruturas em madeira,,2,3,3,,3
TOS_2.3.4,Estruturas,Estruturas de Madeira,de reparo de estruturas em madeira,,2,3,4,,3
TOS_2.4.1,Estruturas,Estruturas de Outros Materiais,de estrutura de outros materiais,,2,4,1,,3
TOS_2.4.2,Estruturas,Estruturas de Outros Materiais,de desmontagem de estrutura de outros materiais,,2,4,2,,3
TOS_2.5.1,Estruturas,Estruturas de Materiais Mistos,de estrutura de materiais mistos,,2,5,1,,3
TOS_2.5.2,Estruturas,Estruturas de Materiais Mistos,de reforço de estruturas mistas,,2,5,2,,3
TOS_2.5.3,Estruturas,Estruturas de Materiais Mistos,de reparo de estruturas mistas,,2,5,3,,3
TOS_2.6.1,Estruturas,Obras de Arte,de pontes,,2,6,1,,3
TOS_2.6.2,Estruturas,Obras de Arte,de viadutos,,2,6,2,,3
TOS_2.6.3,Estruturas,Obras de Arte,de passarelas,,2,6,3,,3
TOS_2.6.4,Estruturas,Obras de Arte,de túneis,,2,6,4,,3
TOS_2.6.5,Estruturas,Obras de Arte,de recuperação de pontes,,2,6,5,,3
TOS_2.7.1,Estruturas,Estruturas Especiais,de casca,,2,7,1,,3
TOS_2.7.2,Estruturas,Estruturas Especiais,de silo,,2,7,2,,3
TOS_2.7.3,Estruturas,Estruturas Especiais,de tensoestruturas,,2,7,3,,3
TOS_2.7.4,Estruturas,Estruturas Especiais,de elevados de concreto,,2,7,4,,3
TOS_2.7.5,Estruturas,Estruturas Especiais,de elevados mistos,,2,7,5,,3
TOS_2.7.6,Estruturas,Estruturas Especiais,de recuperação de estruturas especiais,,2,7,6,,3
TOS_2.8.1,Estruturas,Pré-Moldados e Pré-Fabricados,de estrutura de concreto pré-fabricado,,2,8,1,,3
TOS_2.8.2,Estruturas,Pré-Moldados e Pré-Fabricados,de pré-moldados de materiais cerâmicos,,2,8,2,,3
TOS_2.8.3,Estruturas,Pré-Moldados e Pré-Fabricados,de lajes pré-fabricadas,,2,8,3,,3
TOS_2.8.4,Estruturas,Pré-Moldados e Pré-Fabricados,de artefatos de cimento,,2,8,4,,3
TOS_2.8.5,Estruturas,Pré-Moldados e Pré-Fabricados,de artefatos de concreto,,2,8,5,,3
TOS_2.8.6,Estruturas,Pré-Moldados e Pré-Fabricados,de blocos de concreto,,2,8,6,,3
TOS_2.9.1.1,Estruturas,Fundações,de fundações superficiais,em alvenaria de pedra,2,9,1,1,4
TOS_2.9.1.2,Estruturas,Fundações,de fundações superficiais,em sapatas isoladas,2,9,1,2,4
TOS_2.9.1.3,Estruturas,Fundações,de fundações superficiais,em sapatas corridas,2,9,1,3,4
TOS_2.9.1.4,Estruturas,Fundações,de fundações superficiais,em radier,2,9,1,4,4
TOS_2.9.1.5,Estruturas,Fundações,de fundações superficiais,em gabiões,2,9,1,5,4
TOS_2.9.1.6,Estruturas,Fundações,de fundações superficiais,em maciço de solo armado,2,9,1,6,4
TOS_2.9.2.1,Estruturas,Fundações,de fundações profundas,em estacas metálicas,2,9,2,1,4
TOS_2.9.2.2,Estruturas,Fundações,de fundações profundas,em estacas de concreto pré-moldado,2,9,2,2,4
TOS_2.9.2.3,Estruturas,Fundações,de fundações profundas,em estacas de concreto moldadas in loco,2,9,2,3,4
TOS_2.9.2.4,Estruturas,Fundações,de fundações profundas,em microestaca,2,9,2,4,4
TOS_2.9.2.5,Estruturas,Fundações,de fundações profundas,em tubulões,2,9,2,5,4
TOS_2.9.2.6,Estruturas,Fundações,de fundações profundas,em tubulões em ar comprimido,2,9,2,6,4
TOS_2.10.1,Estruturas,Alvenaria Estrutural,de alvenaria estrutural,,2,10,1,,3
TOS_2.10.2,Estruturas,Alvenaria Estrutural,de reforço de estruturas em alvenaria,,2,10,2,,3
TOS_2.10.3,Estruturas,Alvenaria Estrutural,de reparo de estruturas em alvenaria,,2,10,3,,3
TOS_3.1.1,Geotecnia e Geologia da Engenharia,Rochas,de obras em rocha,,3,1,1,,3
TOS_3.1.2,Geotecnia e Geologia da Engenharia,Rochas,de mecânica de rochas e agregados naturais,,3,1,2,,3
TOS_3.1.3,Geotecnia e Geologia da Engenharia,Rochas,de perfuração de rocha a céu aberto,,3,1,3,,3
TOS_3.1.4,Geotecnia e Geologia da Engenharia,Rochas,de perfuração de rocha subterrânea,,3,1,4,,3
TOS_3.2.1.1,Geotecnia e Geologia da Engenharia,Sondagens,de sondagem geotécnica,a trado,3,2,1,1,4
TOS_3.2.1.2,Geotecnia e Geologia da Engenharia,Sondagens,de sondagem geotécnica,a percussão,3,2,1,2,4
TOS_3.2.1.3,Geotecnia e Geologia da Engenharia,Sondagens,de sondagem geotécnica,rotativa,3,2,1,3,4
TOS_3.2.1.4,Geotecnia e Geologia da Engenharia,Sondagens,de sondagem geotécnica,mista,3,2,1,4,4
TOS_3.2.1.5,Geotecnia e Geologia da Engenharia,Sondagens,de sondagem geotécnica,sísmica por refração,3,2,1,5,4
TOS_3.2.1.6,Geotecnia e Geologia da Engenharia,Sondagens,de sondagem geotécnica,elétrica,3,2,1,6,4
TOS_3.3.1.1,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,escavação,3,3,1,1,4
TOS_3.3.1.2,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,corte,3,3,1,2,4
TOS_3.3.1.3,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,aterro,3,3,1,3,4
TOS_3.3.1.4,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,compactação,3,3,1,4,4
TOS_3.3.1.5,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,reaterro,3,3,1,5,4
TOS_3.3.1.6,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,abertura de valas,3,3,1,6,4
TOS_3.3.1.7,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,remoção de solo,3,3,1,7,4
TOS_3.3.1.8,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,limpeza de terreno,3,3,1,8,4
TOS_3.3.1.9,Geotecnia e Geologia da Engenharia,Obras de Terra,de obras de terra,terraplenagem,3,3,1,9,4
TOS_3.4.1.1,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por terra armada,3,4,1,1,4
TOS_3.4.1.2,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por solo envelopado,3,4,1,2,4
TOS_3.4.1.3,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por solo grampeado,3,4,1,3,4
TOS_3.4.1.4,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por cortina atirantada,3,4,1,4,4
TOS_3.4.1.5,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por ancoragem,3,4,1,5,4
TOS_3.4.1.6,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por geossintéticos,3,4,1,6,4
TOS_3.4.1.7,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de proteção de encostas,por muro de arrimo,3,4,1,7,4
TOS_3.4.2.1,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de contenções,em concreto armado,3,4,2,1,4
TOS_3.4.2.2,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de contenções,em alvenaria de pedra,3,4,2,2,4
TOS_3.4.2.3,Geotecnia e Geologia da Engenharia,Estabilidade de Taludes e Contenções,de contenções,em gabião,3,4,2,3,4
TOS_3.5.1.1,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por ponteiras filtrantes,3,5,1,1,4
TOS_3.5.1.2,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por poços profundos,3,5,1,2,4
TOS_3.5.1.3,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por poços injetores,3,5,1,3,4
TOS_3.5.1.4,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por paredes diafragma,3,5,1,4,4
TOS_3.5.1.5,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por estacas-prancha,3,5,1,5,4
TOS_3.5.1.6,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por drenos horizontais,3,5,1,6,4
TOS_3.5.1.7,Geotecnia e Geologia da Engenharia,Rebaixamento de Lençol Freático,de rebaixamento de lençol freático,por drenos verticais de areia,3,5,1,7,4
TOS_3.6.1,Geotecnia e Geologia da Engenharia,Dutos,de redes de dutos,,3,6,1,,3
TOS_3.6.2,Geotecnia e Geologia da Engenharia,Dutos,de galerias de dutos,,3,6,2,,3
TOS_3.6.3,Geotecnia e Geologia da Engenharia,Dutos,de dutos de gás,,3,6,3,,3
TOS_3.6.4,Geotecnia e Geologia da Engenharia,Dutos,de dutos de óleos,,3,6,4,,3
TOS_3.7.1,Geotecnia e Geologia da Engenharia,Pressões sobre os solos e resistência ao cisalhamento,de estudos geotécnicos,,3,7,1,,3
TOS_3.7.2,Geotecnia e Geologia da Engenharia,Pressões sobre os solos e resistência ao cisalhamento,de mapeamento geotécnico,,3,7,2,,3
TOS_3.7.3,Geotecnia e Geologia da Engenharia,Pressões sobre os solos e resistência ao cisalhamento,de movimentação de solos e rochas,,3,7,3,,3
TOS_3.7.4,Geotecnia e Geologia da Engenharia,Pressões sobre os solos e resistência ao cisalhamento,de risco geológico,,3,7,4,,3
TOS_3.7.5,Geotecnia e Geologia da Engenharia,Pressões sobre os solos e resistência ao cisalhamento,de compactação de solos,,3,7,5,,3
TOS_3.7.6,Geotecnia e Geologia da Engenharia,Pressões sobre os solos e resistência ao cisalhamento,de ensaio físico de solos,,3,7,6,,3
TOS_3.8.1,Geotecnia e Geologia da Engenharia,Abertura de Vias Subterrâneas,de abertura de vias subterrâneas,,3,8,1,,3
TOS_4.1.1,Transportes,Infraestrutura Rodoviária,de pavimentação em concreto para rodovias,,4,1,1,,3
TOS_4.1.2,Transportes,Infraestrutura Rodoviária,de pavimentação asfáltica para rodovias,,4,1,2,,3
TOS_4.1.3,Transportes,Infraestrutura Rodoviária,de infraestrutura rodoviária,,4,1,3,,3
TOS_4.1.4,Transportes,Infraestrutura Rodoviária,de defensas para rodovias,,4,1,4,,3
TOS_4.1.5,Transportes,Infraestrutura Rodoviária,de traçado viário para rodovias,,4,1,5,,3
TOS_4.1.6,Transportes,Infraestrutura Rodoviária,de base e sub-base para rodovias,,4,1,6,,3
TOS_4.2.1.1,Transportes,Infraestrutura Urbana,de pavimentação,em concreto para vias urbanas,4,2,1,1,4
TOS_4.2.1.2,Transportes,Infraestrutura Urbana,de pavimentação,asfáltica para vias urbanas,4,2,1,2,4
TOS_4.2.1.3,Transportes,Infraestrutura Urbana,de pavimentação,em paralelepípedo para vias urbanas,4,2,1,3,4
TOS_4.2.1.4,Transportes,Infraestrutura Urbana,de pavimentação,em pedra para vias urbanas,4,2,1,4,4
TOS_4.2.2,Transportes,Infraestrutura Urbana,de infraestrutura para vias urbanas,,4,2,2,,3
TOS_4.3.1,Transportes,Infraestrutura Ferroviária,de infraestrutura ferroviária,,4,3,1,,3
TOS_4.3.2,Transportes,Infraestrutura Ferroviária,de superestrutura ferroviária,,4,3,2,,3
TOS_4.4.1,Transportes,Infraestrutura Metroviária,de infraestrutura metroviária,,4,4,1,,3
TOS_4.4.2,Transportes,Infraestrutura Metroviária,de superestrutura metroviária,,4,4,2,,3
TOS_4.5.1,Transportes,Infraestrutura Aeroviária,de infraestrutura aeroviária,,4,5,1,,3
TOS_4.5.2,Transportes,Infraestrutura Aeroviária,de superestrutura aeroviária,,4,5,2,,3
TOS_4.5.3,Transportes,Infraestrutura Aeroviária,de pavimentação aeroviária,,4,5,3,,3
TOS_4.6.1,Transportes,Infraestrutura Hidroviária,de hidrovia,,4,6,1,,3
TOS_4.6.2,Transportes,Infraestrutura Hidroviária,de canal,,4,6,2,,3
TOS_4.7.1,Transportes,Infraestrutura Cicloviária,de ciclovia,,4,7,1,,3
TOS_4.8.1.1,Transportes,Terminais Modais e Multimodais,de terminal modal,rodoviário,4,8,1,1,4
TOS_4.8.1.2,Transportes,Terminais Modais e Multimodais,de terminal modal,ferroviário,4,8,1,2,4
TOS_4.8.1.3,Transportes,Terminais Modais e Multimodais,de terminal modal,metroviário,4,8,1,3,4
TOS_4.8.1.4,Transportes,Terminais Modais e Multimodais,de terminal modal,hidroviário,4,8,1,4,4
TOS_4.8.2,Transportes,Terminais Modais e Multimodais,de terminal multimodal,,4,8,2,,3
TOS_4.8.3.1,Transportes,Terminais Modais e Multimodais,de plano de mobilidade,para terminal modal,4,8,3,1,4
TOS_4.8.3.2,Transportes,Terminais Modais e Multimodais,de plano de mobilidade,para terminal multimodal,4,8,3,2,4
TOS_4.9.1.1,Transportes,Sinalização,de sinalização,urbana,4,9,1,1,4
TOS_4.9.1.2,Transportes,Sinalização,de sinalização,metropolitana,4,9,1,2,4
TOS_4.9.1.3,Transportes,Sinalização,de sinalização,regional,4,9,1,3,4
TOS_4.9.1.4,Transportes,Sinalização,de sinalização,viária,4,9,1,4,4
TOS_4.9.1.5,Transportes,Sinalização,de sinalização,rodoviária,4,9,1,5,4
TOS_4.9.1.6,Transportes,Sinalização,de sinalização,ferroviária,4,9,1,6,4
TOS_4.9.1.7,Transportes,Sinalização,de sinalização,marítima,4,9,1,7,4
TOS_4.9.1.8,Transportes,Sinalização,de sinalização,aeroportuária,4,9,1,8,4
TOS_4.9.1.9,Transportes,Sinalização,de sinalização,hidroviária,4,9,1,9,4
TOS_4.9.1.10,Transportes,Sinalização,de sinalização,metroviária,4,9,1,10,4
TOS_4.9.1.11,Transportes,Sinalização,de sinalização,cicloviária,4,9,1,11,4
TOS_4.10.1.1,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,rodoviário,4,10,1,1,4
TOS_4.10.1.2,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,urbano,4,10,1,2,4
TOS_4.10.1.3,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,ferroviário,4,10,1,3,4
TOS_4.10.1.4,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,metroviário,4,10,1,4,4
TOS_4.10.1.5,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,aeroviário,4,10,1,5,4
TOS_4.10.1.6,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,hidroviário,4,10,1,6,4
TOS_4.10.1.7,Transportes,"Sistemas de Transporte, Tráfego e Trânsito",de sistema de transporte,cicloviário,4,10,1,7,4
TOS_4.11.1,Transportes,Transporte Urbano,de engenharia de tráfego,,4,11,1,,3
TOS_4.11.2,Transportes,Transporte Urbano,de engenharia de trânsito,,4,11,2,,3
TOS_4.12.1.1,Transportes,Sistemas de Logística,de sistemas de logística em transporte,rodoviário,4,12,1,1,4
TOS_4.12.1.2,Transportes,Sistemas de Logística,de sistemas de logística em transporte,urbano,4,12,1,2,4
TOS_4.12.1.3,Transportes,Sistemas de Logística,de sistemas de logística em transporte,ferroviário,4,12,1,3,4
TOS_4.12.1.4,Transportes,Sistemas de Logística,de sistemas de logística em transporte,metroviário,4,12,1,4,4
TOS_4.12.1.5,Transportes,Sistemas de Logística,de sistemas de logística em transporte,aeroviário,4,12,1,5,4
TOS_4.12.1.6,Transportes,Sistemas de Logística,de sistemas de logística em transporte,hidroviário,4,12,1,6,4
TOS_4.12.1.7,Transportes,Sistemas de Logística,de sistemas de logística em transporte,cicloviário,4,12,1,7,4
TOS_5.1.1.1,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,defletores,5,1,1,1,4
TOS_5.1.1.2,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,atracadouros,5,1,1,2,4
TOS_5.1.1.3,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,retificação de rio,5,1,1,3,4
TOS_5.1.1.4,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,ensecadeiras,5,1,1,4,4
TOS_5.1.1.5,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,eclusas,5,1,1,5,4
TOS_5.1.1.6,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,vertedores,5,1,1,6,4
TOS_5.1.1.7,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,regularização do leito,5,1,1,7,4
TOS_5.1.1.8,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,regularização de vazões,5,1,1,8,4
TOS_5.1.1.9,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,revestimento de margens,5,1,1,9,4
TOS_5.1.1.10,Obras Hidráulicas e Recursos Hídricos,Obras Fluviais,de obras fluviais,controle de erosão,5,1,1,10,4
TOS_5.2.1.1,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de barragens,de concreto,5,2,1,1,4
TOS_5.2.1.2,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de barragens,de terra,5,2,1,2,4
TOS_5.2.1.3,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de barragens,de terra-enrocamento,5,2,1,3,4
TOS_5.2.1.4,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de barragens,de material misto,5,2,1,4,4
TOS_5.2.1.5,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de barragens,de enrocamento,5,2,1,5,4
TOS_5.2.1.6,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de barragens,subterrâneas,5,2,1,6,4
TOS_5.2.2.1,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de diques,de terra,5,2,2,1,4
TOS_5.2.2.2,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de diques,de concreto,5,2,2,2,4
TOS_5.2.2.3,Obras Hidráulicas e Recursos Hídricos,Barragens e Diques,de diques,de enrocamento,5,2,2,3,4
TOS_5.3.1.1,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,boca de lobo,5,3,1,1,4
TOS_5.3.1.2,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,bueiro,5,3,1,2,4
TOS_5.3.1.3,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,canal,5,3,1,3,4
TOS_5.3.1.4,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,descida d`água,5,3,1,4,4
TOS_5.3.1.5,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,dreno,5,3,1,5,4
TOS_5.3.1.6,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,galeria,5,3,1,6,4
TOS_5.3.1.7,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,meio-fio,5,3,1,7,4
