codigo,grupo,subgrupo,obra_servico,complementar,nivel1,nivel2,nivel3,nivel4,profundidade
TOS_39.4.3.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Fertilizantes, Corretivos e Nutrição Vegetal",de adubação,verde,39,4,3,1,4
TOS_39.4.3.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Fertilizantes, Corretivos e Nutrição Vegetal",de adubação,química,39,4,3,2,4
TOS_39.4.3.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Fertilizantes, Corretivos e Nutrição Vegetal",de adubação,orgânica,39,4,3,3,4
TOS_39.4.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Fertilizantes, Corretivos e Nutrição Vegetal",de fertirrigação,,39,4,4,,3
TOS_39.4.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Fertilizantes, Corretivos e Nutrição Vegetal",de adubos e fertilizantes,,39,4,5,,3
TOS_39.5.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biometria,de biometria agronômica,,39,5,1,,3
TOS_39.6.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Sementes e Grãos,de produção de sementes,florestais,39,6,1,1,4
TOS_39.6.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Sementes e Grãos,de produção de sementes,ornamentais,39,6,1,2,4
TOS_39.6.1.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Sementes e Grãos,de produção de sementes,hortícolas,39,6,1,3,4
TOS_39.6.1.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Sementes e Grãos,de produção de sementes,frutíferas,39,6,1,4,4
TOS_39.6.1.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Sementes e Grãos,de produção de sementes,agrícolas,39,6,1,5,4
TOS_39.6.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Sementes e Grãos,de produção de grãos agrícolas,,39,6,2,,3
TOS_39.7.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Mudas,de produção de mudas,de espécies florestais,39,7,1,1,4
TOS_39.7.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Mudas,de produção de mudas,de espécies ornamentais,39,7,1,2,4
TOS_39.7.1.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Mudas,de produção de mudas,de espécies hortícolas,39,7,1,3,4
TOS_39.7.1.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Mudas,de produção de mudas,de espécies medicinais,39,7,1,4,4
TOS_39.7.1.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Mudas,de produção de mudas,de espécies frutíferas,39,7,1,5,4
TOS_39.7.1.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Mudas,de produção de mudas,de espécies nativas,39,7,1,6,4
TOS_39.8.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de cereais,39,8,1,1,4
TOS_39.8.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de leguminosas,39,8,1,2,4
TOS_39.8.1.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de oleaginosas,39,8,1,3,4
TOS_39.8.1.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de fibrosas,39,8,1,4,4
TOS_39.8.1.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,"de plantas medicinais, estimulantes e industriais",39,8,1,5,4
TOS_39.8.1.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de corantes naturais e condimentos,39,8,1,6,4
TOS_39.8.1.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de forrageiras e pastagens,39,8,1,7,4
TOS_39.8.1.8,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de olerícoas,39,8,1,8,4
TOS_39.8.1.9,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de frutíferas,39,8,1,9,4
TOS_39.8.1.10,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,"de raízes, tubérculos e rizomas",39,8,1,10,4
TOS_39.8.1.11,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de flores e plantas ornamentais,39,8,1,11,4
TOS_39.8.1.12,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de espécies florestais,39,8,1,12,4
TOS_39.8.1.13,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de cultura protegida,39,8,1,13,4
TOS_39.8.1.14,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de orgânicos,39,8,1,14,4
TOS_39.8.1.15,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de outras formas de propagação,39,8,1,15,4
TOS_39.8.1.16,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de outras formas de cultivo,39,8,1,16,4
TOS_39.8.1.17,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita,de organismos geneticamente modificados,39,8,1,17,4
TOS_39.8.2.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Colheita,de colheita/coleta,de sementes,39,8,2,1,4
TOS_39.9.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Agrostologia,"de ensilagem, capineira, forragem ou fenação",,39,9,1,,3
TOS_39.10.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de ração para monogástricos,,39,10,1,,3
TOS_39.10.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de suplementos para monogástricos,,39,10,2,,3
TOS_39.10.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de concentrados para monogástricos,,39,10,3,,3
TOS_39.10.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de ingredientes para monogástricos,,39,10,4,,3
TOS_39.10.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de alimentos para monogástricos,,39,10,5,,3
TOS_39.10.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de aditivos para monogástricos,,39,10,6,,3
TOS_39.10.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Monogástricos,de produção de produtos com medicamentos para monogástricos,,39,10,7,,3
TOS_39.11.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de ração para ruminantes,,39,11,1,,3
TOS_39.11.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de suplementos para ruminantes,,39,11,2,,3
TOS_39.11.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de concentrados para ruminantes,,39,11,3,,3
TOS_39.11.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de ingredientes para ruminantes,,39,11,4,,3
TOS_39.11.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de alimentos para ruminantes,,39,11,5,,3
TOS_39.11.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de aditivos para ruminantes,,39,11,6,,3
TOS_39.11.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia - Nutrição e Rações para Ruminantes,de produção de produtos com medicamentos para ruminantes,,39,11,7,,3
TOS_39.12.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de ração para espécies aquícolas,,39,12,1,,3
TOS_39.12.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de suplementos para espécies aquícolas,,39,12,2,,3
TOS_39.12.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de concentrados para espécies aquícolas,,39,12,3,,3
TOS_39.12.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de ingredientes para espécies aquícolas,,39,12,4,,3
TOS_39.12.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de alimentos para espécies aquícolas,,39,12,5,,3
TOS_39.12.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de aditivos para espécies aquícolas,,39,12,6,,3
TOS_39.12.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de produtos com medicamentos para espécies aquícolas,,39,12,7,,3
TOS_39.12.8,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Nutrição e Rações para Espécies Aquícolas,de produção de alimento vivo para espécies aquícolas,,39,12,8,,3
TOS_39.13.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Monogástricos,de produção e manejo de aves,,39,13,1,,3
TOS_39.13.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Monogástricos,de produção e manejo de suínos,,39,13,2,,3
TOS_39.13.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Monogástricos,de produção e manejo de equinos,,39,13,3,,3
TOS_39.13.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Monogástricos,de produção e manejo de outros monogástricos,,39,13,4,,3
TOS_39.14.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Ruminantes,de produção e manejo de ovinos,,39,14,1,,3
TOS_39.14.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Ruminantes,de produção e manejo de caprinos,,39,14,2,,3
TOS_39.14.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Ruminantes,de produção e manejo de bovinos,,39,14,3,,3
TOS_39.14.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo de Ruminantes,de produção e manejo de outros ruminantes,,39,14,4,,3
TOS_39.15.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de piscicultura continental,continental,39,15,1,1,4
TOS_39.15.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de carcinicultura,,39,15,2,,3
TOS_39.15.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de ranicultura,,39,15,3,,3
TOS_39.15.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de ostreicultura,,39,15,4,,3
TOS_39.15.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de alevinos,,39,15,5,,3
TOS_39.15.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de mitilicultura,,39,15,6,,3
TOS_39.15.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de pectinicultura,,39,15,7,,3
TOS_39.15.8,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de sementes de ostras,,39,15,8,,3
TOS_39.15.9,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de mitilídeos,,39,15,9,,3
TOS_39.15.10,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de sementes de vieiras,,39,15,10,,3
TOS_39.15.11,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de larvas de camarão,,39,15,11,,3
TOS_39.15.12,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de pós-larva de camarão,,39,15,12,,3
TOS_39.15.13,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de fauna e flora aquática,,39,15,13,,3
TOS_39.15.14,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de alginocultura,,39,15,14,,3
TOS_39.15.15,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de malacocultura,,39,15,15,,3
TOS_39.15.16,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de matérias primas aquícolas,,39,15,16,,3
TOS_39.15.17,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de microalgas,,39,15,17,,3
TOS_39.15.18,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de macroalgas,,39,15,18,,3
TOS_39.15.19.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de espécie aquícola ornamental,marinha,39,15,19,1,4
TOS_39.15.19.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de produção e manejo de espécie aquícola ornamental,continental,39,15,19,2,4
TOS_39.15.20,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de manejo de piscicultura marinha,,39,15,20,,3
TOS_39.15.21,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de manejo de viveiros aquícolas,,39,15,21,,3
TOS_39.15.22,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de biometria de animais aquáticos,,39,15,22,,3
TOS_39.15.23,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de limnologia,,39,15,23,,3
TOS_39.15.24,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de ictiofauna,,39,15,24,,3
TOS_39.15.25,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de povoamento de ambientes aquáticos,,39,15,25,,3
TOS_39.15.26,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de repovoamento de ambientes aquáticos,,39,15,26,,3
TOS_39.15.27,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Produção e Manejo Aquícola,de levantamento de fauna aquícola,,39,15,27,,3
TOS_39.16.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Fauna Silvestre,de levantamento faunístico,,39,16,1,,3
TOS_39.16.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Fauna Silvestre,de manejo de fauna,,39,16,2,,3
TOS_39.16.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Fauna Silvestre,de classificação de fauna,,39,16,3,,3
TOS_39.16.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Zootecnia – Fauna Silvestre,de conservação e preservação de fauna,,39,16,4,,3
TOS_39.17.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biotecnologia e Genética Animal e Vegetal,de melhoramento animal,de espécies monogástricas,39,17,1,1,4
TOS_39.17.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biotecnologia e Genética Animal e Vegetal,de melhoramento animal,de espécies ruminantes,39,17,1,2,4
TOS_39.17.1.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biotecnologia e Genética Animal e Vegetal,de melhoramento animal,de espécies aquícolas,39,17,1,3,4
TOS_39.17.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biotecnologia e Genética Animal e Vegetal,de melhoramento vegetal,,39,17,2,,3
TOS_39.17.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biotecnologia e Genética Animal e Vegetal,de melhoramento florestal,,39,17,3,,3
TOS_39.17.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biotecnologia e Genética Animal e Vegetal,de melhoramento vegetal de espécies aquícolas,,39,17,4,,3
TOS_39.18.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Tecnologia de Transformação de Produtos,de beneficiamento de produtos,de origem pecuária,39,18,1,1,4
TOS_39.18.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Tecnologia de Transformação de Produtos,de beneficiamento de produtos,de origem vegetal,39,18,1,2,4
TOS_39.18.1.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Tecnologia de Transformação de Produtos,de beneficiamento de produtos,de origem aquícola,39,18,1,3,4
TOS_39.18.1.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Tecnologia de Transformação de Produtos,de beneficiamento de produtos,de origem florestal,39,18,1,4,4
TOS_39.19.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de armazenamento de produtos,animais,39,19,1,1,4
TOS_39.19.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de armazenamento de produtos,vegetais,39,19,1,2,4
TOS_39.19.1.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de armazenamento de produtos,aquícolas,39,19,1,3,4
TOS_39.19.1.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de armazenamento de produtos,florestais,39,19,1,4,4
TOS_39.19.2.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de preservação e conservação de produtos,animais,39,19,2,1,4
TOS_39.19.2.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de preservação e conservação de produtos,vegetais,39,19,2,2,4
TOS_39.19.2.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de preservação e conservação de produtos,aquícolas,39,19,2,3,4
TOS_39.19.2.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Sistemas de Condicionamento do Meio para Armazenamento, Preservação e Conservação",de preservação e conservação de produtos,florestais,39,19,2,4,4
TOS_39.20.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de controle fitossanitário florestal,,39,20,1,,3
TOS_39.20.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de ordenamento florestal,,39,20,2,,3
TOS_39.20.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de aproveitamento florestal,,39,20,3,,3
TOS_39.20.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de utilização de florestas,,39,20,4,,3
TOS_39.20.5.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de cultivo/produção de florestas,naturais,39,20,5,1,4
TOS_39.20.5.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de cultivo/produção de florestas,plantadas,39,20,5,2,4
TOS_39.20.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de manejo florestal,,39,20,6,,3
TOS_39.20.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de desbaste florestal,,39,20,7,,3
TOS_39.20.8,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de desrama florestal,,39,20,8,,3
TOS_39.20.9,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de talhadia florestal,,39,20,9,,3
TOS_39.20.10,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de alto-fuste florestal,,39,20,10,,3
TOS_39.20.11,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de colheita florestal,,39,20,11,,3
TOS_39.20.12,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de desmatamento florestal,,39,20,12,,3
TOS_39.20.13,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de extração florestal,,39,20,13,,3
TOS_39.20.14,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de florestamento,,39,20,14,,3
TOS_39.20.15,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de reflorestamento,,39,20,15,,3
TOS_39.20.16,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de inventário florestal,,39,20,16,,3
TOS_39.20.17,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de levantamento florestal,,39,20,17,,3
TOS_39.20.18,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de planos de arborização florestal,,39,20,18,,3
TOS_39.20.19,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de sistemas agroflorestais,,39,20,19,,3
TOS_39.20.20,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de sistemas agrossilvopastoris,,39,20,20,,3
TOS_39.20.21,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de preservação florestal,,39,20,21,,3
TOS_39.20.22,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de prevenção de incêndio florestal,,39,20,22,,3
TOS_39.20.23,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de fitometria florestal,,39,20,23,,3
TOS_39.20.24,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de dendometria florestal,,39,20,24,,3
TOS_39.20.25,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Silvicultura,de cubagem de madeira,,39,20,25,,3
TOS_39.21.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de carvão vegetal,,39,21,1,,3
TOS_39.21.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de desdobro da madeira,,39,21,2,,3
TOS_39.21.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de beneficiamento da madeira,,39,21,3,,3
TOS_39.21.4.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de produção madeireira,de lâminas,39,21,4,1,4
TOS_39.21.4.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de produção madeireira,de compensados,39,21,4,2,4
TOS_39.21.5.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de produção de chapas,de partículas,39,21,5,1,4
TOS_39.21.5.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de produção de chapas,de fibras,39,21,5,2,4
TOS_39.21.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de industrialização de produtos madeireiros,,39,21,6,,3
TOS_39.21.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de industrialização de produtos não madeireiros,,39,21,7,,3
TOS_39.21.8,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de extração de produtos madeireiros,,39,21,8,,3
TOS_39.21.9,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Produtos e Subprodutos Florestais,de extração de produtos não madeireiros,,39,21,9,,3
TOS_39.22.1.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biossegurança Agropecuária e Pesqueira,de defesa sanitária,de produtos animais,39,22,1,1,4
TOS_39.22.1.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Biossegurança Agropecuária e Pesqueira,de defesa sanitária,de produtos vegetais,39,22,1,2,4
TOS_39.23.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Controle de pragas e vetores,de controle de pragas e vetores,,39,23,1,,3
TOS_39.24.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Prescrição de Receituário Agronômico e Receitas,de receituário agronômico,,39,24,1,,3
TOS_39.24.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Prescrição de Receituário Agronômico e Receitas,de receituário florestal,,39,24,2,,3
TOS_39.25.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de produtos animais,,39,25,1,,3
TOS_39.25.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de grãos,,39,25,2,,3
TOS_39.25.3,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de vegetais,,39,25,3,,3
TOS_39.25.4,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de frutas,,39,25,4,,3
TOS_39.25.5,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de produtos florestais,,39,25,5,,3
TOS_39.25.6,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de sub-produtos florestais,,39,25,6,,3
TOS_39.25.7,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Classificação de Produtos Animais, Agrícolas, Florestais e Pesqueiros",de classificação de produtos aquícolas,,39,25,7,,3
TOS_39.26.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Bromatologia e Zimotecnia,de bromatologia,,39,26,1,,3
TOS_39.26.2,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura",Bromatologia e Zimotecnia,de tecnologia de fermentação,,39,26,2,,3
TOS_39.27.1,"Agronomia, Agrícola, Florestal, Pesca e Aquicultura","Construções para Fins Agropecuários,  Agroindustriais, Aquícolas e Florestais",de construções para fins rurais,,39,27,1,,3
